CLAVE,CODIGO,ITEM,RESULTADO,DETALLES
29860000307685001016|5064901,29860000307685001016,5064901,CUMPLE,Item: 5064901 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: BAÑADOR PARA HOMBRE DE FIBRAS SINTETICAS
29860000307685101013|5400061,29860000307685101013,5400061,CUMPLE,Item: 5400061 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CAMISETA PARA NIÑO DE FIBRAS SINTETICAS
29860000307685201010|5400061,29860000307685201010,5400061,CUMPLE,Item: 5400061 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CAMISETA PARA NIÑO DE FIBRAS SINTETICAS
29860000307686001017|5563856,29860000307686001017,5563856,CUMPLE,Item: 5563856 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CAMISETA PARA HOMBRE PRACTIA DE SURF DE FIBRAS SINTETICAS
29860000307771501011|4850058,29860000307771501011,4850058,INSPECCIÓN,Item: 4850058 - Tipo: ADHERIBLE - NOM: NOM-024-SCFI-2013 - Criterio:  - Descripción: BASCULA DIGITAL
29860000307771601018|2234740,29860000307771601018,2234740,SIN DATOS,No se encontró información en el reporte
29860000307771701015|2234740,29860000307771701015,2234740,SIN DATOS,No se encontró información en el reporte
29860000307771801012|2234740,29860000307771801012,2234740,SIN DATOS,No se encontró información en el reporte
29860000307772601019|2715556,29860000307772601019,2715556,CUMPLE,Item: 2715556 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: PANTALÓN PARA HOMBRE DE FIBRAS SINTETICAS
29860000307773301019|5134048,29860000307773301019,5134048,INSPECCIÓN,Item: 5134048 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: CHAMARRA TIPO IMPERMEBLE PARA HOMBRE DE FIBRAS SINTETICAS
29860000307773701017|5224542,29860000307773701017,5224542,INSPECCIÓN,Item: 5224542 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA TIPO IMPERMEBLE PARA HOMBRE DE FIBRAS SINTETICAS
29860000307775401018|4844298,29860000307775401018,4844298,CUMPLE,Item: 4844298 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS DE DORMIR
29860000307775501015|4844298,29860000307775501015,4844298,CUMPLE,Item: 4844298 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS DE DORMIR
29860000307775601012|4844300,29860000307775601012,4844300,INSPECCIÓN,Item: 4844300 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: SACOS DE DORMIR
29860000307777101019|2925695,29860000307777101019,2925695,INSPECCIÓN,Item: 2925695 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: ARTICULOS PARA LA CULTURA FISICA (AGARRADERAS PARA FLEXIONES CROSSTRAINING MUSCULACION)
29860000307777301013|4180902,29860000307777301013,4180902,INSPECCIÓN,Item: 4180902 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: PANTALON PARA HOMBRE DE FIBRAS SINTETICAS
29860000307777401010|4343613,29860000307777401010,4343613,CUMPLE,Item: 4343613 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: GUANTES DE BOX
29860000307777501017|4343613,29860000307777501017,4343613,CUMPLE,Item: 4343613 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: GUANTES DE BOX
29860000307778001013|5304647,29860000307778001013,5304647,CUMPLE,Item: 5304647 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA ( CORREA DE LEVANTAMIENTO FR PESAS PREMIUM MARRON)
29860000307782401012|4846702,29860000307782401012,4846702,SIN DATOS,No se encontró información en el reporte
29860000307782501019|4846702,29860000307782501019,4846702,SIN DATOS,No se encontró información en el reporte
29860000307784201010|4995849,29860000307784201010,4995849,INSPECCIÓN,Item: 4995849 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: FORRO POLAR PARA HOMBRE DE FIBRAS SINTETICAS
29860000307784301017|4995849,29860000307784301017,4995849,INSPECCIÓN,Item: 4995849 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: FORRO POLAR PARA HOMBRE DE FIBRAS SINTETICAS
29860000307784901019|4995852,29860000307784901019,4995852,INSPECCIÓN,Item: 4995852 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: FORRO POLAR PARA HOMBRE DE FIBRAS SINTETICAS
29860000307663701019|4536711,29860000307663701019,4536711,INSPECCIÓN,Item: 4536711 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: PATINES EN LINEA
29902500658900801017|2615304,29902500658900801017,2615304,INSPECCIÓN,Item: 2615304 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: KIT DE PALOS DE GOLF (PARA NIÑOS)
29902500658900901014|2615304,29902500658900901014,2615304,INSPECCIÓN,Item: 2615304 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: KIT DE PALOS DE GOLF (PARA NIÑOS)
29902500658901001012|2615304,29902500658901001012,2615304,INSPECCIÓN,Item: 2615304 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: KIT DE PALOS DE GOLF (PARA NIÑOS)
29902500658901101019|2615304,29902500658901101019,2615304,INSPECCIÓN,Item: 2615304 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: KIT DE PALOS DE GOLF (PARA NIÑOS)
29902500658901201016|2615304,29902500658901201016,2615304,INSPECCIÓN,Item: 2615304 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: KIT DE PALOS DE GOLF (PARA NIÑOS)
29902500658901301013|2615304,29902500658901301013,2615304,INSPECCIÓN,Item: 2615304 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: KIT DE PALOS DE GOLF (PARA NIÑOS)
29902500658901401010|2615304,29902500658901401010,2615304,INSPECCIÓN,Item: 2615304 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: KIT DE PALOS DE GOLF (PARA NIÑOS)
29902500658901501017|2615304,29902500658901501017,2615304,INSPECCIÓN,Item: 2615304 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: KIT DE PALOS DE GOLF (PARA NIÑOS)
29902500658901601014|2615304,29902500658901601014,2615304,INSPECCIÓN,Item: 2615304 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: KIT DE PALOS DE GOLF (PARA NIÑOS)
29902500658901701011|2615304,29902500658901701011,2615304,INSPECCIÓN,Item: 2615304 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: KIT DE PALOS DE GOLF (PARA NIÑOS)
29900000171276301019|2017322,29900000171276301019,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171276401016|2017322,29900000171276401016,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171276501013|2017322,29900000171276501013,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171276601010|2017322,29900000171276601010,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171276701017|2017322,29900000171276701017,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171276801014|2017322,29900000171276801014,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171276901011|2017322,29900000171276901011,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171277001019|2017322,29900000171277001019,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171277101016|2017322,29900000171277101016,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171277201013|2017322,29900000171277201013,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171277301010|2017322,29900000171277301010,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171277401017|2017322,29900000171277401017,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171277501014|2017322,29900000171277501014,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171277601011|2017322,29900000171277601011,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171277701018|2017322,29900000171277701018,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171283701011|4934724,29900000171283701011,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171283801018|4934724,29900000171283801018,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171283901015|4934724,29900000171283901015,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171284001013|4934724,29900000171284001013,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171284101010|4934724,29900000171284101010,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171284201017|4934724,29900000171284201017,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171284301014|4934724,29900000171284301014,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171284401011|4934724,29900000171284401011,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171284501018|4934724,29900000171284501018,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171284601015|4934724,29900000171284601015,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171284701012|4934724,29900000171284701012,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171284801019|4934724,29900000171284801019,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171284901016|4934724,29900000171284901016,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171285001014|4934724,29900000171285001014,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171285101011|4934724,29900000171285101011,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171285201018|4934724,29900000171285201018,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171285301015|4934724,29900000171285301015,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171285401012|4934724,29900000171285401012,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171285501019|4934724,29900000171285501019,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171285601016|4934724,29900000171285601016,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171285701013|4934724,29900000171285701013,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29900000171285801010|4934724,29900000171285801010,4934724,CUMPLE,Item: 4934724 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 2 KG )
29860000307289701015|746814,29860000307289701015,746814,CUMPLE,Item: 746814 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: LONA DE PRECISION PARA FUTBOL.
29860000307311601012|4844298,29860000307311601012,4844298,CUMPLE,Item: 4844298 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS DE DORMIR
29860000307311701019|4844298,29860000307311701019,4844298,CUMPLE,Item: 4844298 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS DE DORMIR
29860000307824201019|2951166,29860000307824201019,2951166,INSPECCIÓN,Item: 2951166 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: GAFAS DE SOL
29860000307827001018|4236870,29860000307827001018,4236870,INSPECCIÓN,"Item: 4236870 - Tipo: COSTURA - NOM: NOM-020-SCFI-1997 - Criterio:  - Descripción: CALZADO PARA HOMBRES O JOVENES QUE CUBRE EL TOBILLO, CORTE TEXTIL Y SUELA DE CAUCHO O PLASTICO"
29860000307827101015|4423284,29860000307827101015,4423284,INSPECCIÓN,"Item: 4423284 - Tipo: COSTURA - NOM: NOM-020-SCFI-1997 - Criterio:  - Descripción: CALZADO PARA HOMBRES O JOVENES QUE CUBRE EL TOBILLO, CORTE DE CUERO NATURAL Y SUELA DE CAUCHO O PLASTICO."
29860000307827201012|4966058,29860000307827201012,4966058,INSPECCIÓN,"Item: 4966058 - Tipo: COSTURA - NOM: NOM-020-SCFI-1997 - Criterio:  - Descripción: CALZADO PARA HOMBRES O JOVENES QUE CUBRE EL TOBILLO, CORTE DE CUERO NATURAL Y SUELA DE CAUCHO O PLASTICO."
29860000307827401016|5054324,29860000307827401016,5054324,INSPECCIÓN,"Item: 5054324 - Tipo: COSTURA - NOM: NOM-020-SCFI-1997 - Criterio:  - Descripción: CALZADO PARA MUJERES O JOVENCITAS QUE CUBRE EL TOBILLO, CORTE TEXTIL Y SUELA DE CAUCHO O PLASTICO"
29860000307827501013|5054325,29860000307827501013,5054325,INSPECCIÓN,"Item: 5054325 - Tipo: COSTURA - NOM: NOM-020-SCFI-1997 - Criterio:  - Descripción: CALZADO PARA MUJERES O JOVENCITAS QUE CUBRE EL TOBILLO, CORTE TEXTIL Y SUELA DE CAUCHO O PLASTICO"
29860000307827601010|4173112,29860000307827601010,4173112,INSPECCIÓN,Item: 4173112 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA TIPO IMPERMEABLE PARA HOMBRE DE FIBRAS SINTETICAS
29860000307827901011|5436283,29860000307827901011,5436283,CUMPLE,Item: 5436283 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CHAMARRA IMPERMEABLE PARA HOMBRE DE FIBRAS SINTETICAS
29860000307828001019|5450076,29860000307828001019,5450076,CUMPLE,Item: 5450076 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: PANTALON PARA HOMBRE DE FIBRAS SINTETICAS
29860000307828101016|2354656,29860000307828101016,2354656,INSPECCIÓN,Item: 2354656 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHALECO PARA MUJER DE FIBRAS SINTETICAS
29860000307828201013|2354659,29860000307828201013,2354659,INSPECCIÓN,Item: 2354659 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: CHALECO PARA MUJER DE FIBRAS SINTETICAS
29860000307828401017|4967635,29860000307828401017,4967635,CUMPLE,Item: 4967635 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: PANTALON DE SENDERISMO  PARA MUJER
29860000307828601011|5541932,29860000307828601011,5541932,INSPECCIÓN,Item: 5541932 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: PANTALON PARA MUJER DE FIBRAS SINTETICAS
29860000307828701018|4273720,29860000307828701018,4273720,INSPECCIÓN,Item: 4273720 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: PANTALON DE FIBRAS SINTETICAS  Y REVESTIMENTO PARA NIÑOS
29860000307829201014|2422756,29860000307829201014,2422756,INSPECCIÓN,Item: 2422756 - Tipo: ADHERIBLE - NOM: NOM-024-SCFI-2013 - Criterio:  - Descripción: LAMPARA FRONTAL RECARGABLE
29860000307829301011|2422756,29860000307829301011,2422756,INSPECCIÓN,Item: 2422756 - Tipo: ADHERIBLE - NOM: NOM-024-SCFI-2013 - Criterio:  - Descripción: LAMPARA FRONTAL RECARGABLE
29860000307829401018|2552475,29860000307829401018,2552475,INSPECCIÓN,Item: 2552475 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: CUBIERTOS PLEGABLES
29860000307829501015|2771626,29860000307829501015,2771626,CUMPLE,Item: 2771626 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: JUEGO DE CUBIERTOS
29860000307829601012|2962871,29860000307829601012,2962871,CUMPLE,Item: 2962871 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: FUNDA ISOTERMICA
29860000307829801016|4227679,29860000307829801016,4227679,CUMPLE,Item: 4227679 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: BOTELLA DE ALUMINIO
29860000307830401016|5065781,29860000307830401016,5065781,INSPECCIÓN,Item: 5065781 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: BOTELLA DE ACERO INOXIDABLE
29860000307830601010|5383040,29860000307830601010,5383040,CUMPLE,Item: 5383040 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: TAZA DE ACERO INOXIDABLE
29860000307831801015|2616753,29860000307831801015,2616753,INSPECCIÓN,Item: 2616753 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: PUTTER DE GOLF ADULTO
29860000307831901012|2616766,29860000307831901012,2616766,INSPECCIÓN,Item: 2616766 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: ARTICULOS PARA GOLF (TEES)
29860000307832001010|2708753,29860000307832001010,2708753,INSPECCIÓN,Item: 2708753 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: GUANTE DE GOLF PARA MUJER DIESTRA 1 PIEZA
29860000307832101017|2132320,29860000307832101017,2132320,INSPECCIÓN,Item: 2132320 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: CINTA PARA RAQUETA
29860000307832301011|2726080,29860000307832301011,2726080,CUMPLE,Item: 2726080 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SHORT PARA HOMBRE DE FIBRAS SINTETICAS
29860000307832501015|5225390,29860000307832501015,5225390,CUMPLE,Item: 5225390 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CAMISETA PARA HOMBRE DE FIBRAS SINTETICAS
29860000307832601012|5225391,29860000307832601012,5225391,CUMPLE,Item: 5225391 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CAMISETA PARA HOMBRE DE FIBRAS SINTETICAS
29860000307832701019|5225393,29860000307832701019,5225393,CUMPLE,Item: 5225393 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CAMISETA PARA HOMBRE DE FIBRAS SINTETICAS
29862500659293401014|2665037,29862500659293401014,2665037,INSPECCIÓN,Item: 2665037 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHUBASQUERO BICI CARRETERA MANGA LARGA PARA HOMBRE
29862500659293401014|2690036,29862500659293401014,2690036,INSPECCIÓN,Item: 2690036 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CONJUNTO PARA ENTRENAMIENTO DE DEPORTE DE FIBRAS SINTETICAS (KARATE) 2 PIEZAS
29862500659293401014|2717076,29862500659293401014,2717076,SIN DATOS,No se encontró información en el reporte
29862500659293401014|2717076,29862500659293401014,2717076,SIN DATOS,No se encontró información en el reporte
29862500659293401014|4143906,29862500659293401014,4143906,INSPECCIÓN,Item: 4143906 - Tipo: COSTURA - NOM: NOM-020-SCFI-1997 - Criterio:  - Descripción: CALZADO IMPERMEABLE PARA MUJERES O JOVENCITAS QUE CUBRE EL TOBILLO
29862500659293401014|4229252,29862500659293401014,4229252,CUMPLE,Item: 4229252 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SHORT PARA MUJER DE FIBRAS SINTETICAS
29862500659293401014|4245914,29862500659293401014,4245914,INSPECCIÓN,Item: 4245914 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: MALLA LARGAS CON TIRANTES PARA CICILISTA DE FIBRAS SINTETICAS
29862500659293401014|4333575,29862500659293401014,4333575,SIN DATOS,No se encontró información en el reporte
29862500659293401014|4579091,29862500659293401014,4579091,INSPECCIÓN,"Item: 4579091 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: MAILLOT DE DANZA, PARA NIÑA DE FIBRAS SINTETICAS"
29862500659293401014|4711246,29862500659293401014,4711246,INSPECCIÓN,Item: 4711246 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: MAILLOT DE DANZA CLASICA
29862500659293401014|4857568,29862500659293401014,4857568,CUMPLE,Item: 4857568 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SHORT PARA NIÑA DE POLIESTER
29862500659293401014|5058685,29862500659293401014,5058685,INSPECCIÓN,Item: 5058685 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: SUDADERA PARA NIÑA DE FIBRAS SINTETICAS
29862500659293401014|5379534,29862500659293401014,5379534,INSPECCIÓN,Item: 5379534 - Tipo: ADHERIBLE - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CALCETIN DEPORTIVO
29862500659293401014|5379534,29862500659293401014,5379534,INSPECCIÓN,Item: 5379534 - Tipo: ADHERIBLE - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CALCETIN DEPORTIVO
29862500659293401014|5513954,29862500659293401014,5513954,CUMPLE,Item: 5513954 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CAMISETASIN MANGAS PARA MUJER DE FIBRAS SINTETICAS
29862500659293401014|5513954,29862500659293401014,5513954,CUMPLE,Item: 5513954 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CAMISETASIN MANGAS PARA MUJER DE FIBRAS SINTETICAS
